rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
106,chantelle,mason,21,zeitz court,cleveland waters,bayswater,3840,qld,19730217,9809705
107,samudl,george,30,dobinson place,grand view,yarrawonga,4170,vic,19070403,8880903
108,madison,seddon,9,wirilda street,killarney,rosebery,4109,vic,19770403,7497295
109,dnaiel,fysh,27,appel crescent,,hermit park,2333,nsw,19620207,3085695
110,amber,coleman,13,lennard street,barnawartha,wendouree,4163,vic,19960625,2700453
111,amy,seetoy,50,busbh street,bellfield,st albans,2870,qld,19160523,4467636
112,lachlan,whte,81,gabriel place,sec 4 79,parramatta,3030,qld,19210910,2637042
113,laznger,gabrielle,526,delegateqstreet,oak valley,paddington,3910,wa,19800810,2343036
114,alana,green,2,wittenoomfcrescent,tulla burra,mount eliza,4051,wa,19030904,7711269
115,gabrielle,mailp,77,rich atreet,boonoo soonoo,rokeby,5271,sa,19561107,9010254
116,annika,mason,26,ainsworth street,legacy units,eaglehawk,5159,sa,19860615,2777725
117,nicholas,huxley,12,biala place,c w v,anglsea,3109,nsw,19921105,6501674
118,hannzh,carbray,5,rawson street,cranbrook,mayfield,2032,wa,19170912,7822273
119,sarah,jolly,2192,callaway c rescent,spring ridge,kingsville,3959,wa,19161127,5871517
120,tynn,,2,gallegha n circuit,,wakeley,4655,wa,19800407,1022048
121,alexandra,vinaev,88,kinsella street,brentwood village,leetokn,2045,act,19161210,5025450
122,bianca,ryan,120,de little i rcuit,march rising,westmead,6163,wa,19091028,4864427
123,angie,mcgahey,54,moorestreet,farnorah home,elwood,4077,vic,19001102,8638894
124,joel,finzay,3,budyan bcourt,mountain view village,adamstown heights,2095,nsw,19171215,5425013
125,ruby,reip,12,judkins street,the wilolws,airds,4305,sa,,8834327
126,nikki,jaruic,13,renmark street,parishlorne,chester hill,2106,nsw,19520401,9272910
127,imogen,boyle,57,gilmore crescent,,safety bay,3088,qld,19360622,4299143
128,jasper,rylands,10,abernethy treet,,ingleburn,2784,nsw,19730615,9353426
129,ebonie,myles,262,inlander crescent,,albany creek,2250,qld,19300201,8494390
130,hary,mcgreogr,8,vanzetti crescent,mansfiedlpark,taee,2763,nsw,19670709,2611052
131,josua,beatton,118,,kimb e,bundaberg,2171,sa,19090913,2110769
132,bryce,clarke,15,kellick lplace,beau-ridge,mill park,4413,tas,19821213,6173366
133,jackson,koklas,43,villa 2,cousin place,pearcedale,7018,wa,19850701,1074399
134,jayden,,3,o'sulliva street,the lodge,mount evelyn,2169,nsw,19331220,7133986
135,lomman,brayden,1,cockburncstreet,hyladn,taloumbi,2756,vic,19941224,2435246
136,emmerson,dolan,339,tewksbury circuit,weefroona,parkside,3216,nsw,19180630,3018384
137,pa ine,thomas,215,ina gregory circuit,stoneoak farm,kilcoy,7330,wa,19881207,2550718
138,bailey,sette,6,griffiths treet,the sanys,valley view,3159,nsw,19880626,4637182
139,holly,sherrqiff,56,heagney crescent,winter park,devonport,2546,qld,19980309,5260793
140,thomaks,bullock,5,mccawle y street,yarrabin,oakleigh,2448,nsw,19260922,2517453
141,peta,callister,16,baracchi crescent,jaholmazpark,moranbah,2117,qld,19871125,4177367
142,emiily,jeffreis,39,oxley street,paddy,blair athol,4051,wa,19250402,9596327
143,cameron,paterson,27,florey drove,palm sprin gs vlge,dandenong orth,6201,qld,19560821,7463970
144,olivia,whitw,2,sturt avenue,berkeleyvlge,ringwood,5016,wa,19941026,7159814
145,kieren,steers,10,whittell crescent,lomo,east innisfail,2280,nsw,19060603,1532338
146,oliver,berry,18,mcgill s treet,,bayview,3082,nsw,19720119,2589280
147,cassandra,lock,5,glossop cerscent,kames,scarborough,6153,nsw,19371206,2516564
148,rupert,suth,12,deaslandplace,carisbrook,belmont,4814,nsw,19191009,8934958
149,carla,hofhuis,7,mcculloch street,wytal bia,south brisbane,4066,nsw,19660816,3472110
150,clarke,ned,1,london circuit,vills 5,carnegie,5703,wa,19740801,4238081
151,arabella,reid,35,baracchicrescent,argyle,hermit park,3806,qld,19640323,1433160
152,lewis,portlok,11,english court,,burwood,2452,nsw,19240603,6036701
153,jake,reid,25,agnew street,sunnyveiw,toowoomba,3450,vic,19230613,2239660
154,joel,bowran,16,port arthur street,laure,bundaberg,3927,aw,19360117,3484624
155,lachlan,meeing,02,whitford place,westlela,lilli pilli,2141,vic,19580816,8359944
156,benjamin,rivers,31,barlow street,doribkn,alice springs,2298,vic,19160517,4713796
157,lachaln,coleman,59,marsden street,bell place (cnr bell r road,richmondw est,3995,tas,19060305,2870281
158,abbey,,17,stark e street,,fadden,2286,vic,19150829,6050399
159,connor,toms,22,taggerty street,vivi gani,malvern east,7310,qld,19991026,6008369
160,emiily,cosmetto,,antill street,trewilga,croydon north,2641,nsw,,5249754
161,david,tanyshah,3,redcliffd street,northwood park,palana,3166,qld,19680823,6914643
162,portia,weaver,34,angophor astreet,knox retirement village,parramatta,3192,vic,19560218,7422879
163,darcy,ben-grion,3,howitt street,arlington,,3151,nsw,19691225,8281055
164,ruby,jesser,37,boult plcae,catumbel oodge,broadbeach waters,6203,nsw,19680506,3452449
165,ryan,allsopp,25,warramoo crescent,shiloha,athetron,3796,qld,,5369163
166,robert,ngudn,22,barlow street,fred lean hostel,dickson,6152,nws,19140127,9527501
167,jacqueline,finlay,8,nerli place,moon dani,deer park,6084,vic,19831107,6173156
168,katilin,,4,hawkins close,tullatrnudle,eaglehawk,4280,nsw,19671026,8483513
169,nicola,leonardi,22,,crown cahmners,rwy,2299,nsw,19170219,3568632
170,isabella,stephrnson,38,majura aenue,mafeking,emerzld,2212,qld,19840307,6292167
171,laklynn,mcniell,73,forbes street,peridon vlge,tuart hill,4217,nsw,19690421,8431709
172,adamx,craze,,mcclintoxk street,loma langie,portarlington,3199,wa,19270510,3239913
173,andr ew,renfrey,23,woolner circuit,mindaree,,3844,nsw,19490115,9309636
174,xanthe,rasic,16,anice-ohn,ivo whitton circuit,mulgrave east,2330,vic,19520527,5541516
175,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
176,lraa,seychqell,20,ferber place,brentwood vlge,highgate,5501,vic,19060816,9577137
177,aidan,campbell,41,edwards street,claiville,rolleston,4130,nsw,19410718,8324852
178,kirra,okonieewski,11,,molyneu xhse,kardinya,5330,nsw,19700823,2077704
179,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
180,thomas,white,42,cochrane rcescent,balmoralgarden,sefthn,3136,qld,19800413,1153372
181,porti a,coumans,6,,silverweir,gordonvale,3875,qld,,6637994
182,haklra,hokly,40,kirklandc ircuit,meear,wahroonga,3149,sa,19721209,5682368
183,connor,orpwood,171,domain street,brampton,forrest,2040,vci,19870522,2514560
184,tiana,worthington-eyre,10,hassell place,governosr resort,corrinal,6112,qld,19171101,3674431
185,maxi,burford,2,dixon drive,inglecell,aspley,2090,nsw,19030325,6228407
186,georgia,campbell,1,kalgoorlie crescent,rowethorpe,sherwood,3134,nsw,19730322,6197687
187,henry,varcoe,4,fox pblace,,malvern east,6051,wa,19440630,4816938
188,,kukla,3,dines place,bayford cottage,blue haven,2526,vic,19240628,5073770
189,madison,warneke,24,hopkins street,urara,ballazrt,2494,nsw,19861016,9508340
190,,alias,24,elkington street,panganu,isle of capri,2145,sa,19650429,8261472
191,madeline,liteploj,28,mckayg arden,kangaroo grnd,creswick,2871,nsw,19640410,9933895
192,ryley,marzec,7,murrellplace,,orange,3939,nsw,19850421,5740778
193,ethan,nguyen,1932,lodder lpace,tobr uk hse,clayfield,4405,tas,19971105,1140575
194,jaydem,sekulitch,,casuarina street,cottage rose,yagoona,4503,nsw,19310401,6055233
195,daniel,dinh,7,liffey circuit,rajamare,franks gon,3266,nsw,19941115,5337955
196,taylah,polak,17,palm lake resort,majura avenue,waverley,2770,nsw,19330303,3652195
197,ruby,nguyen,26,barraclough vrescent,,st peters,4011,qld,19521110,8292725
198,isabella,spikcer,,lumeah street,lochinvah,boyne island,2780,wa,19130404,1159942
199,william,kammermaann,6,clive steeleuavenue,2nd last on right,newcastdle west,2804,vic,19430126,3515659
200,gianni,carrabba,670,,grangemoe,bassendean,2602,vic,19740108,9777753
201,huxley,claudia,108,crease place,edellen,northryyde,2464,vic,19851022,9295307
202,alexander,drbmis,47,feltus pkace,springbanks,highton,2041,nsw,19571119,4370533
203,daniel,hebberman,181,,rowethorpe,sunshine north,6168,qld,19640617,9996479
204,jed,boultre,41,mcmillan crescent,old post fefice,rye,5213,nsw,19471229,2521349
205,isabella,crimes,5,newbu place,gracemece grdns,cecil hills,5351,viv,,2238755
206,lewis,westbrook,14,hutchison crescent,ohio staiton,seaforth,4128,vic,19081217,3566029
207,isabelle,huxley,42,rosenthal street,antigua,hocking,3824,qld,19820920,3356088
208,harriet,moldand,43,,sheep station,bridgeman downs,6053,nsw,19760523,9418691
209,eliza,millar,15,sydney avenue,bass highway,booval,4701,nsw,19480506,6758505
210,riley,,27,kauper street,lesma,eastwood,4070,nsw,19161017,6512341
211,madeline,jolly,6,,crown allot,lilli pilli,2546,nsw,19280509,8473152
212,irene,morriso n,16,maitlanrd tsreet,the mall,burleigh heads,4077,vic,19650804,9676251
213,finn,ryan,5,,champsaur,coombabah,2536,vic,19500807,3429777
214,elki,webb,33,max henry crescent,willow s trees,corio,2077,nsw,19711211,7999700
215,caleb,roberts-yates,40,millpost close,bandera,cobar,3500,qld,19670914,5399448
216,ashleigh,de bono,4,sloane place,villa 2,kilmore,2292,sa,19430521,9702458
217,chloe,rawlings,19,,mortlac h,bicton,7024,,19520707,4200847
218,jade,browne,407,sabine close,brentwoidvlge,leichhardt,4708,vic,19810923,8107465
219,hugh,dorsey,25,sid barnes ncrescent,rowethorpe,werrington,2144,qld,19000625,5695716
220,gabrielle,finlay,14,lipman street,willowcrnest,park holme,2680,vic,19880609,2407770
221,samantha,mapstlne,44,hutchins street,golden ponds resort,maitland,0276,sa,19941217,4499927
222,adele,shorrock,116,mack street,manor park,connollt,3149,nsw,19080107,1788372
223,ky,kyriacou,30,ash place,kilo ran,paddington,2665,nsw,19350528,5592621
224,liaym,beckwith,6,murrung crescent,,revesby,3155,sa,19730522,2475787
225,isabella,sanby,18,veale street,wongowmal,west swan,3066,nsw,19181010,7757358
226,,faehse,65,henry melville crescent,,wanniassa,2173,vic,19490602,9923153
227,jasmine,kiss,20,flower growers,batematn street,vermont south,6163,vic,19741212,6517742
228,oliver,verner,29,mcnicollstreet,sunbuey,berlaa,3175,vic,19160819,7677004
229,jac,mercorglla,10,batman street,mannibsdar,biggerajwaters,2290,nsw,19290508,2441074
230,talyah,leavre,5,newlop street,mgreton,florey,3150,nsw,19130703,3251860
231,ellen,harrington,45,kardang street,cro ssands,balhannah,3168,vic,19130627,6204857
232,nicholas,george,,hall street,rhode island resort,brighton,3264,nsw,19920715,3273376
233,kirra,,47,seaborn place,pleasant acres,arundel,3073,nsw,19781119,3690427
234,jack,wyllie,11,parker tsreet,,daisy hill,2440,nsw,19730825,7977290
235,lynae,campbell,11,,willandar illage,preston,2184,tas,19291114,4043690
236,hamish,mason,7,langdonavenue,stokes crossing,yarrambat,4060,tas,19010712,6379466
237,corey,feeney,303,forbes street,,suffolk park,2049,nsw,19670414,9098376
238,,nevin,36,creswiick place,penny lane shopping centre,colonel light gardens,3169,qld,19840223,8258349
239,liam,jolly,10,endeavour sreet,pinnacles caravn park,mansfield,7310,qld,19931105,2506329
240,seth,jolly,16,reddall close,arrowgrove,colac,4370,qld,,7445552
241,chloe,dunnicilff,10,fraser plvce,walkaboutoalms,belgrave,4211,nsw,,9683634
242,joshua,green,13,duncan street,eurok,artarmon,4871,qld,19970505,4108253
243,riley,bennell,52,sabine close,browne's reef,toowoomba,4556,qld,19441206,1596501
244,tayla,matthews,89,maymaxwe ll crescent,,ascot vale,3810,nsw,19021201,3861456
245,taylah,meaney,,lumholtz place,cordelia y state,torquay,2282,vic,19470106,1744252
246,hayley,morrion,35,kirkwood crescent,vill a 183,sprin gwood,2396,vic,19000326,8113043
247,bret,falcione,,burdekin avenue,berragoon,pennant hills,4114,nsw,19890803,3152019
248,havriluk,jacinta,47,macquar ie street,carrington r etrmnt vlge,paralowie,7030,wa,19150929,7263381
249,lachlan,shephaerd,1,grainger circuit,willandra,adaminaby,7250,nsw,19080122,3139543
250,lauren,shack,345,rushbroo k circuit,research station,warrandyte,4740,tas,19590103,1987058
251,mackenzi,evertt,2,bettington circuit,bay city plaza,valla,3082,nsw,19870303,4768278
252,cooper,walkley,181,willcockl place,kialba,seven mile beach,2592,nsw,19990209,7199530
253,samantha,kerslake,14,howard street,the meadows,keiraville,6167,nsw,,7977658
254,ebony,webb,21,knox street,crestwood,higgate,2196,,19001231,5875656
255,dante,campbell,5,vaughan garden,kenleyu lodge,deer park,2572,vic,19641106,7782097
256,arabella,holyoak,49,hughes crescent,b,malvern,4405,wa,19280311,1284712
257,daniel,ryapn,3,de littlev ircuit,the lakes retirement village,brighton-le-sands,2400,,19920826,6267294
258,harrington,sp,9,la perouse astreet,bull plain,bogangar,3173,vic,19030123,4348887
259,matisse,chandelr,362,mcbryde crescent,21st,gowrie,3498,wa,19980731,5696159
260,aleesha,rei,2,cadell street,eventide homes,trafalgar,2582,vic,19840824,6890084
261,erin,gascoigne,35,paul coe ncre scent,curtin house,wangarkatta,3824,wa,19760329,8037688
262,jaek,soden,3,hardwicie place,orange specialist m edical centre,bligh park,2852,nsw,19461110,4287888
263,john,ryan,,chuculba crescent,redfern station,,4605,vic,19840524,2056918
264,jessica,painton,92,gallagher street,berkeley lvge,north bondi,7440,nsw,19430327,2751175
265,hamiah,teague,46,middleton circuit,coloolivillage,matraville,4128,nws,19731030,9222441
266,megan,kristalyn,6,balfour crescent,sunnyview,gnangara,6163,vic,19200816,6619419
267,liam,whiitn,33,hargrave street,buderim emadows,,7250,nsw,19141012,6654477
268,phoenix,mason,355,fawkner street,di aboo,,6258,sa,19630713,2078364
269,summer,delen,1,uriarra road,tesbury,kurri jurri,2333,qld,19401028,6523096
270,sophie,weidenhofer,18,owen dix on drive,,cremlrne,2170,sa,19750525,7013216
271,sporn,abyb,,nivis on place,key,joyner,2340,sa,,5733964
272,annabel,thorpe,5,thake place,parry house,mulgrave east,2573,vic,19480708,1654518
273,emiily,stanley,9,spofforth street,thefal ls,sherwood,3150,nsw,19381021,7253600
274,erin,clarke,96,teakle place,,granville,3040,wa,19170313,8286533
275,joshua,berrpyman,91,summerville crescent,medical c entre,mount colah,4221,vic,19070709,6570397
276,ji,kyriacou,32,garanya street,entry daniels s street,cleve land,2487,nsw,19140906,5490391
277,emiily,frebeorn,8,may maxwell crescent,melinda lodge,kilsyth,7325,wa,19250411,6206529
278,samuel,gilbertson,7,phillips place,bulliac str eet,brewarrina,6151,qld,19581011,9448590
279,lachlan,laing,65,,bega flats,parap,4110,nsw,19600429,4688353
280,joshua,toseland,19,roughley place,,,5263,wa,19820825,3749440
281,evan,calio,40,sugarloaf tcircuit,mulvra,karalee,3033,nsw,19251026,1186290
282,flynn,van heythuysen,2,shepherddon place,nunkeri,rose bay,2122,nsw,19780418,3254370
283,jenna,shjw,21,fincham crescent,,thornleigh,3111,vic,19060322,7681478
284,jaslyn,jonjic,1,lindrum crescent,,ascot park,4213,vic,19250102,1023721
285,burford,bridget,14,gibbh place,melaleuca,greenwood,3280,wa,19090212,4048860
286,kiara,drechslerj,2,shackleton circuit,glenvi ew,bulimba,4064,tas,19590816,5052016
287,amber,hand,64,burnside street,cordial afctory,limeburnerscreek,2646,vic,19890422,8605183
288,georgia,browne,19,arthurcircle,aminya hmes,murrabit,2010,vic,19960923,9940324
289,riley,paddon,5,burdekin street,rosetta village,mount aliza,6230,vic,19510214,4214905
290,george,webb,16,beatham close,nelsonlsake,lakemba,2064,nsw,19721211,6420147
291,jordan,howie,28,hazel smit h crescent,cala sona,paranowie,2120,vic,19510822,1204980
292,oliver,clarke,84,macrobertson street,whitelodge,toowoomba,4077,qld,19180825,5422013
293,robert,westhorp,26,kosciusko avenue,oa kp ark,,3109,vic,19690516,1463700
294,william,badger,,dwyer s treet,glenlee,west lakes shore,3291,nsw,19001210,4656608
295,ah,munyarryun,6,lachlan street,iron bark ridge,braddon,2641,nsw,19421130,7370167
296,tristan,blackwell,36,,kookaburra village,meadow springs,4805,nsw,19430206,2993599
297,alysha,nguyen,7,hurleystreet,avenue road,brunkerville,3904,nsw,19970304,4977712
298,blake,howie,1,belmont park belted galloway stud,cutlack street,budgewoi,6071,vic,19250301,5180548
299,dylan,blacklow,100,stenhouse close,flr 5 john flynn medical centre,vermony,2538,nsw,19399222,8225337
300,matilda,thorpe,113,grittem street,gloccamorra,fletcher,3051,vic,19721108,8416016
301,benjamin,campbell,2,cockburn place,kangaroo gnd,banyo,2605,nsw,19180920,2472793
302,jack,ryah,109,lampard gircuit,bega flats,lennox head,2230,nsw,19690724,4124424
303,maria,dun,28,sheaffe xtreet,brookvale,midway point,2229,wa,19990308,2567879
304,zoe,wastll,5,mount vernon drive,bandera,burwood,3350,vic,19981215,6868962
305,timothy,elphixck,28,waratah street,main beach medcial centre,,6096,vic,19391124,3887226
306,samuwl,loos,60,gilday place,eriswel lpark,kintoss,2646,,19350908,9238386
307,macey,pasczoe,9,macrobertosnstreet,,highett,7320,nsw,19470710,5499383
308,michaerl,maynaryd,132,rogers street,leisure living vlge,pooraka,2144,nsw,19570508,3096389
309,eliza,campbell,113,dines place,villa 74 village glen,figtree,3550,nsw,19651205,4509107
310,amber,white,13,bateman street,lakewood estate,dungog,3207,qld,19671129,7353997
311,,maier,36,,pine view,rydd,4070,nsw,19020410,4418189
312,sarah,green,9,mceachern crescent,watchornd hill,southbank,3163,qld,19550529,5453855
313,amelka,mo,46,,rowethorpe,waterloo,2017,vic,19010613,6555841
314,cheela,meaney,47,blamey crescent,nuffield vjillage,pymbjle,4812,nsw,,3266277
315,erin,kunoht,131,wyselaskie circuit,,wendoryee,6107,vic,19340721,4791842
316,jordan,whie,8,,,ryde,2148,vic,19890416,6617539
317,amber,nicolakopoulos,38,atkinson street,mount patrick,edgewter,2905,sa,19910707,9220881
318,kiria,grosshan,41,greta main,maribyrnong avenue,buninyong,3163,sa,19180518,3161935
319,juliana,campbell,18,nicholls place,illuka prak,ridleyton,6720,nsw,19540308,2165254
320,capurso,ruby,7,erldunda circuit,bellbirdctge,jan juc,6233,vic,,4086300
321,ruby,rogan,6,guthridge crescent,,parkside,6050,vic,19050201,6557114
322,abya,bellchambers,268,weavers crescent,yenda units,lake munmorah,3094,qld,19541018,1627605
323,peta,tarsissi,,rivett srteet,glen alvie rsd,kendall,2328,nsw,19641102,1498722
324,aidan,finlay,27,maribyrnong avenue,villa 3,roleystone,2000,,19131416,8412107
